"File","Original Link","Fixed Link","Relative Path","Absolute Path","Timestamp"
"tags/local-nodes.md","[Coordi-nations](../tags/coordi-nations.md)","[Coordi-nations](tags/coordi-nations.md)","../tags/coordi-nations.md","tags/coordi-nations.md","20250802-222217"
"notes/ics/ccc/docs/I-Fund/README.md","[I.01-impact-yield-fund-concept.md](./I.01-impact-yield-fund-concept.md)","[I.01-impact-yield-fund-concept.md](notes/ics/ccc/docs/I-Fund/I.01-impact-yield-fund-concept.md)","./I.01-impact-yield-fund-concept.md","notes/ics/ccc/docs/I-Fund/I.01-impact-yield-fund-concept.md","20250802-222217"
"notes/ics/ccc/docs/I-Fund/README.md","[I.03-diagrams-and-visuals.md](./I.03-diagrams-and-visuals.md)","[I.03-diagrams-and-visuals.md](notes/ics/ccc/docs/I-Fund/I.03-diagrams-and-visuals.md)","./I.03-diagrams-and-visuals.md","notes/ics/ccc/docs/I-Fund/I.03-diagrams-and-visuals.md","20250802-222217"
"notes/ics/ccc/docs/I-Fund/README.md","[I.04-project-plan.md](./I.04-project-plan.md)","[I.04-project-plan.md](notes/ics/ccc/docs/I-Fund/I.04-project-plan.md)","./I.04-project-plan.md","notes/ics/ccc/docs/I-Fund/I.04-project-plan.md","20250802-222217"
"notes/ics/ccc/docs/I-Fund/README.md","[I.05-discussion-paper-outline.md](./I.05-discussion-paper-outline.md)","[I.05-discussion-paper-outline.md](notes/ics/ccc/docs/I-Fund/I.05-discussion-paper-outline.md)","./I.05-discussion-paper-outline.md","notes/ics/ccc/docs/I-Fund/I.05-discussion-paper-outline.md","20250802-222217"
"notes/ics/ccc/docs/I-Fund/README.md","[I-Fund.md](./I-Fund.md)","[I-Fund.md](notes/ics/ccc/docs/I-Fund/I-Fund.md)","./I-Fund.md","notes/ics/ccc/docs/I-Fund/I-Fund.md","20250802-222217"
"notes/ics/ccc/docs/I-Fund/I.00-overview.md","[I-Fund-README.md](./I-Fund-README.md)","[I-Fund-README.md](notes/ics/ccc/docs/I-Fund/I-Fund-README.md)","./I-Fund-README.md","notes/ics/ccc/docs/I-Fund/I-Fund-README.md","20250802-222217"
"notes/ics/ccc/docs/I-Fund/I.00-overview.md","[I.01-impact-yield-fund-concept.md](./I.01-impact-yield-fund-concept.md)","[I.01-impact-yield-fund-concept.md](notes/ics/ccc/docs/I-Fund/I.01-impact-yield-fund-concept.md)","./I.01-impact-yield-fund-concept.md","notes/ics/ccc/docs/I-Fund/I.01-impact-yield-fund-concept.md","20250802-222217"
"notes/ics/ccc/docs/I-Fund/I.00-overview.md","[I.02-meeting-notes.md](./I.02-meeting-notes.md)","[I.02-meeting-notes.md](notes/ics/ccc/docs/I-Fund/I.02-meeting-notes.md)","./I.02-meeting-notes.md","notes/ics/ccc/docs/I-Fund/I.02-meeting-notes.md","20250802-222217"
"notes/ics/ccc/docs/I-Fund/I.00-overview.md","[I.03-diagrams-and-visuals.md](./I.03-diagrams-and-visuals.md)","[I.03-diagrams-and-visuals.md](notes/ics/ccc/docs/I-Fund/I.03-diagrams-and-visuals.md)","./I.03-diagrams-and-visuals.md","notes/ics/ccc/docs/I-Fund/I.03-diagrams-and-visuals.md","20250802-222217"
"notes/ics/ccc/docs/I-Fund/I.00-overview.md","[I.04-project-plan.md](./I.04-project-plan.md)","[I.04-project-plan.md](notes/ics/ccc/docs/I-Fund/I.04-project-plan.md)","./I.04-project-plan.md","notes/ics/ccc/docs/I-Fund/I.04-project-plan.md","20250802-222217"
"notes/ics/ccc/docs/I-Fund/I.00-overview.md","[I.05-discussion-paper-outline.md](./I.05-discussion-paper-outline.md)","[I.05-discussion-paper-outline.md](notes/ics/ccc/docs/I-Fund/I.05-discussion-paper-outline.md)","./I.05-discussion-paper-outline.md","notes/ics/ccc/docs/I-Fund/I.05-discussion-paper-outline.md","20250802-222217"
"notes/ics/ccc/docs/I-Fund/I-Fund-README.md","[I.01-impact-yield-fund-concept.md](./I.01-impact-yield-fund-concept.md)","[I.01-impact-yield-fund-concept.md](notes/ics/ccc/docs/I-Fund/I.01-impact-yield-fund-concept.md)","./I.01-impact-yield-fund-concept.md","notes/ics/ccc/docs/I-Fund/I.01-impact-yield-fund-concept.md","20250802-222217"
"notes/ics/ccc/docs/I-Fund/I-Fund-README.md","[I.02-meeting-notes.md](./I.02-meeting-notes.md)","[I.02-meeting-notes.md](notes/ics/ccc/docs/I-Fund/I.02-meeting-notes.md)","./I.02-meeting-notes.md","notes/ics/ccc/docs/I-Fund/I.02-meeting-notes.md","20250802-222217"
"notes/ics/ccc/docs/I-Fund/I-Fund-README.md","[I.03-diagrams-and-visuals.md](./I.03-diagrams-and-visuals.md)","[I.03-diagrams-and-visuals.md](notes/ics/ccc/docs/I-Fund/I.03-diagrams-and-visuals.md)","./I.03-diagrams-and-visuals.md","notes/ics/ccc/docs/I-Fund/I.03-diagrams-and-visuals.md","20250802-222217"
"notes/ics/ccc/docs/I-Fund/I-Fund-README.md","[I.04-project-plan.md](./I.04-project-plan.md)","[I.04-project-plan.md](notes/ics/ccc/docs/I-Fund/I.04-project-plan.md)","./I.04-project-plan.md","notes/ics/ccc/docs/I-Fund/I.04-project-plan.md","20250802-222217"
"notes/ics/ccc/docs/I-Fund/I-Fund-README.md","[I.05-discussion-paper-outline.md](./I.05-discussion-paper-outline.md)","[I.05-discussion-paper-outline.md](notes/ics/ccc/docs/I-Fund/I.05-discussion-paper-outline.md)","./I.05-discussion-paper-outline.md","notes/ics/ccc/docs/I-Fund/I.05-discussion-paper-outline.md","20250802-222217"
"notes/ics/ccc/docs/H-Reference/H-Reference.md","[E-Guides](../E-Guides/E.00-guides.md)","[E-Guides](notes/ics/ccc/docs/E-Guides/E.00-guides.md)","../E-Guides/E.00-guides.md","notes/ics/ccc/docs/E-Guides/E.00-guides.md","20250802-222217"
"notes/ics/ccc/docs/H-Reference/H-Reference.md","[D-Examples](../D-Examples/D.00-examples.md)","[D-Examples](notes/ics/ccc/docs/D-Examples/D.00-examples.md)","../D-Examples/D.00-examples.md","notes/ics/ccc/docs/D-Examples/D.00-examples.md","20250802-222217"
"notes/ics/ccc/docs/H-Reference/H-Reference.md","[C-Implementation](../C-Implementation/C.00-implementation.md)","[C-Implementation](notes/ics/ccc/docs/C-Implementation/C.00-implementation.md)","../C-Implementation/C.00-implementation.md","notes/ics/ccc/docs/C-Implementation/C.00-implementation.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G.05-ics-voucher-backing-model.md","[G.06-reimagine-meal-vouchers-system.md](./G.06-reimagine-meal-vouchers-system.md)","[G.06-reimagine-meal-vouchers-system.md](notes/ics/ccc/docs/G-Future/G.06-reimagine-meal-vouchers-system.md)","./G.06-reimagine-meal-vouchers-system.md","notes/ics/ccc/docs/G-Future/G.06-reimagine-meal-vouchers-system.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G.05-ics-voucher-backing-model.md","[G.04-cash-integration-pathways.md](./G.04-cash-integration-pathways.md)","[G.04-cash-integration-pathways.md](notes/ics/ccc/docs/G-Future/G.04-cash-integration-pathways.md)","./G.04-cash-integration-pathways.md","notes/ics/ccc/docs/G-Future/G.04-cash-integration-pathways.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G.06-reimagine-meal-vouchers-system.md","[G.04-cash-integration-pathways.md](./G.04-cash-integration-pathways.md)","[G.04-cash-integration-pathways.md](notes/ics/ccc/docs/G-Future/G.04-cash-integration-pathways.md)","./G.04-cash-integration-pathways.md","notes/ics/ccc/docs/G-Future/G.04-cash-integration-pathways.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G.04-artist-collective-collaboration.md","[G.12-neighbourhood-networks.md](./G.12-neighbourhood-networks.md)","[G.12-neighbourhood-networks.md](notes/ics/ccc/docs/G-Future/G.12-neighbourhood-networks.md)","./G.12-neighbourhood-networks.md","notes/ics/ccc/docs/G-Future/G.12-neighbourhood-networks.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G.03-journeyland-integration.md","[G.12-neighbourhood-networks.md](./G.12-neighbourhood-networks.md)","[G.12-neighbourhood-networks.md](notes/ics/ccc/docs/G-Future/G.12-neighbourhood-networks.md)","./G.12-neighbourhood-networks.md","notes/ics/ccc/docs/G-Future/G.12-neighbourhood-networks.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G.02-neighbourhood-networks.md","[G.02-scaling-strategy.md](./G.02-scaling-strategy.md)","[G.02-scaling-strategy.md](notes/ics/ccc/docs/G-Future/G.02-scaling-strategy.md)","./G.02-scaling-strategy.md","notes/ics/ccc/docs/G-Future/G.02-scaling-strategy.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G-Future.md","[G.01-scaling-strategy.md](./G.01-scaling-strategy.md)","[G.01-scaling-strategy.md](notes/ics/ccc/docs/G-Future/G.01-scaling-strategy.md)","./G.01-scaling-strategy.md","notes/ics/ccc/docs/G-Future/G.01-scaling-strategy.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G-Future.md","[G.02-neighbourhood-networks.md](./G.02-neighbourhood-networks.md)","[G.02-neighbourhood-networks.md](notes/ics/ccc/docs/G-Future/G.02-neighbourhood-networks.md)","./G.02-neighbourhood-networks.md","notes/ics/ccc/docs/G-Future/G.02-neighbourhood-networks.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G-Future.md","[G.03-journeyland-integration.md](./G.03-journeyland-integration.md)","[G.03-journeyland-integration.md](notes/ics/ccc/docs/G-Future/G.03-journeyland-integration.md)","./G.03-journeyland-integration.md","notes/ics/ccc/docs/G-Future/G.03-journeyland-integration.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G-Future.md","[G.04-artist-collective-collaboration.md](./G.04-artist-collective-collaboration.md)","[G.04-artist-collective-collaboration.md](notes/ics/ccc/docs/G-Future/G.04-artist-collective-collaboration.md)","./G.04-artist-collective-collaboration.md","notes/ics/ccc/docs/G-Future/G.04-artist-collective-collaboration.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G-Future.md","[G.05-ics-credit-backing-model.md](./G.05-ics-credit-backing-model.md)","[G.05-ics-credit-backing-model.md](notes/ics/ccc/docs/G-Future/G.05-ics-credit-backing-model.md)","./G.05-ics-credit-backing-model.md","notes/ics/ccc/docs/G-Future/G.05-ics-credit-backing-model.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G-Future.md","[G.06-reimagine-meal-credits-system.md](./G.06-reimagine-meal-credits-system.md)","[G.06-reimagine-meal-credits-system.md](notes/ics/ccc/docs/G-Future/G.06-reimagine-meal-credits-system.md)","./G.06-reimagine-meal-credits-system.md","notes/ics/ccc/docs/G-Future/G.06-reimagine-meal-credits-system.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G-Future.md","[G.07-citizen-wallet-integration.md](./G.07-citizen-wallet-integration.md)","[G.07-citizen-wallet-integration.md](notes/ics/ccc/docs/G-Future/G.07-citizen-wallet-integration.md)","./G.07-citizen-wallet-integration.md","notes/ics/ccc/docs/G-Future/G.07-citizen-wallet-integration.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G-Future.md","[G.08-maple-stablecoin.md](./G.08-maple-stablecoin.md)","[G.08-maple-stablecoin.md](notes/ics/ccc/docs/G-Future/G.08-maple-stablecoin.md)","./G.08-maple-stablecoin.md","notes/ics/ccc/docs/G-Future/G.08-maple-stablecoin.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G-Future.md","[G.09-reserve-currency-integration.md](./G.09-reserve-currency-integration.md)","[G.09-reserve-currency-integration.md](notes/ics/ccc/docs/G-Future/G.09-reserve-currency-integration.md)","./G.09-reserve-currency-integration.md","notes/ics/ccc/docs/G-Future/G.09-reserve-currency-integration.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G-Future.md","[G.10-pool-federation-model.md](./G.10-pool-federation-model.md)","[G.10-pool-federation-model.md](notes/ics/ccc/docs/G-Future/G.10-pool-federation-model.md)","./G.10-pool-federation-model.md","notes/ics/ccc/docs/G-Future/G.10-pool-federation-model.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G-Future.md","[G.11-impact-yield-fund.md](./G.11-impact-yield-fund.md)","[G.11-impact-yield-fund.md](notes/ics/ccc/docs/G-Future/G.11-impact-yield-fund.md)","./G.11-impact-yield-fund.md","notes/ics/ccc/docs/G-Future/G.11-impact-yield-fund.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G-Future.md","[G.12-future-credit-flow-examples.md](./G.12-future-credit-flow-examples.md)","[G.12-future-credit-flow-examples.md](notes/ics/ccc/docs/G-Future/G.12-future-credit-flow-examples.md)","./G.12-future-credit-flow-examples.md","notes/ics/ccc/docs/G-Future/G.12-future-credit-flow-examples.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G-Future.md","[G.08-maple-stablecoin.md](./G.08-maple-stablecoin.md)","[G.08-maple-stablecoin.md](notes/ics/ccc/docs/G-Future/G.08-maple-stablecoin.md)","./G.08-maple-stablecoin.md","notes/ics/ccc/docs/G-Future/G.08-maple-stablecoin.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G-Future.md","[G.09-reserve-currency-integration.md](./G.09-reserve-currency-integration.md)","[G.09-reserve-currency-integration.md](notes/ics/ccc/docs/G-Future/G.09-reserve-currency-integration.md)","./G.09-reserve-currency-integration.md","notes/ics/ccc/docs/G-Future/G.09-reserve-currency-integration.md","20250802-222217"
"notes/ics/ccc/docs/G-Future/G-Future.md","[G.11-impact-yield-fund.md](./G.11-impact-yield-fund.md)","[G.11-impact-yield-fund.md](notes/ics/ccc/docs/G-Future/G.11-impact-yield-fund.md)","./G.11-impact-yield-fund.md","notes/ics/ccc/docs/G-Future/G.11-impact-yield-fund.md","20250802-222217"
"notes/ics/ccc/docs/D-Examples/D-Examples.md","[F-Activities](../F-Activities/F.00-activities.md)","[F-Activities](notes/ics/ccc/docs/F-Activities/F.00-activities.md)","../F-Activities/F.00-activities.md","notes/ics/ccc/docs/F-Activities/F.00-activities.md","20250802-222217"
"notes/ics/ccc/docs/D-Examples/D-Examples.md","[E-Guides](../E-Guides/E.00-guides.md)","[E-Guides](notes/ics/ccc/docs/E-Guides/E.00-guides.md)","../E-Guides/E.00-guides.md","notes/ics/ccc/docs/E-Guides/E.00-guides.md","20250802-222217"
"notes/ics/ccc/docs/D-Examples/D-Examples.md","[C.02-implementation_timeline.md](../C-Implementation/C.02-implementation_timeline.md)","[C.02-implementation_timeline.md](notes/ics/ccc/docs/C-Implementation/C.02-implementation_timeline.md)","../C-Implementation/C.02-implementation_timeline.md","notes/ics/ccc/docs/C-Implementation/C.02-implementation_timeline.md","20250802-222217"
"notes/ics/ccc/docs/E-Guides/E.06-participating-in-connection-commons.md","[D.04-community_activities.md](../D-Examples/D.04-community_activities.md)","[D.04-community_activities.md](notes/ics/ccc/docs/D-Examples/D.04-community_activities.md)","../D-Examples/D.04-community_activities.md","notes/ics/ccc/docs/D-Examples/D.04-community_activities.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/I-Fund/README.md","[I.01-impact-yield-fund-concept.md](./I.01-impact-yield-fund-concept.md)","[I.01-impact-yield-fund-concept.md](notes/ics/ccc/archive/v0.2/I-Fund/I.01-impact-yield-fund-concept.md)","./I.01-impact-yield-fund-concept.md","notes/ics/ccc/archive/v0.2/I-Fund/I.01-impact-yield-fund-concept.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/I-Fund/README.md","[I.03-diagrams-and-visuals.md](./I.03-diagrams-and-visuals.md)","[I.03-diagrams-and-visuals.md](notes/ics/ccc/archive/v0.2/I-Fund/I.03-diagrams-and-visuals.md)","./I.03-diagrams-and-visuals.md","notes/ics/ccc/archive/v0.2/I-Fund/I.03-diagrams-and-visuals.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/I-Fund/README.md","[I.04-project-plan.md](./I.04-project-plan.md)","[I.04-project-plan.md](notes/ics/ccc/archive/v0.2/I-Fund/I.04-project-plan.md)","./I.04-project-plan.md","notes/ics/ccc/archive/v0.2/I-Fund/I.04-project-plan.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/I-Fund/README.md","[I.05-discussion-paper-outline.md](./I.05-discussion-paper-outline.md)","[I.05-discussion-paper-outline.md](notes/ics/ccc/archive/v0.2/I-Fund/I.05-discussion-paper-outline.md)","./I.05-discussion-paper-outline.md","notes/ics/ccc/archive/v0.2/I-Fund/I.05-discussion-paper-outline.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/I-Fund/README.md","[I-Fund.md](./I-Fund.md)","[I-Fund.md](notes/ics/ccc/archive/v0.2/I-Fund/I-Fund.md)","./I-Fund.md","notes/ics/ccc/archive/v0.2/I-Fund/I-Fund.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/I-Fund/I.00-overview.md","[I-Fund-README.md](./I-Fund-README.md)","[I-Fund-README.md](notes/ics/ccc/archive/v0.2/I-Fund/I-Fund-README.md)","./I-Fund-README.md","notes/ics/ccc/archive/v0.2/I-Fund/I-Fund-README.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/I-Fund/I.00-overview.md","[I.01-impact-yield-fund-concept.md](./I.01-impact-yield-fund-concept.md)","[I.01-impact-yield-fund-concept.md](notes/ics/ccc/archive/v0.2/I-Fund/I.01-impact-yield-fund-concept.md)","./I.01-impact-yield-fund-concept.md","notes/ics/ccc/archive/v0.2/I-Fund/I.01-impact-yield-fund-concept.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/I-Fund/I.00-overview.md","[I.02-meeting-notes.md](./I.02-meeting-notes.md)","[I.02-meeting-notes.md](notes/ics/ccc/archive/v0.2/I-Fund/I.02-meeting-notes.md)","./I.02-meeting-notes.md","notes/ics/ccc/archive/v0.2/I-Fund/I.02-meeting-notes.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/I-Fund/I.00-overview.md","[I.03-diagrams-and-visuals.md](./I.03-diagrams-and-visuals.md)","[I.03-diagrams-and-visuals.md](notes/ics/ccc/archive/v0.2/I-Fund/I.03-diagrams-and-visuals.md)","./I.03-diagrams-and-visuals.md","notes/ics/ccc/archive/v0.2/I-Fund/I.03-diagrams-and-visuals.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/I-Fund/I.00-overview.md","[I.04-project-plan.md](./I.04-project-plan.md)","[I.04-project-plan.md](notes/ics/ccc/archive/v0.2/I-Fund/I.04-project-plan.md)","./I.04-project-plan.md","notes/ics/ccc/archive/v0.2/I-Fund/I.04-project-plan.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/I-Fund/I.00-overview.md","[I.05-discussion-paper-outline.md](./I.05-discussion-paper-outline.md)","[I.05-discussion-paper-outline.md](notes/ics/ccc/archive/v0.2/I-Fund/I.05-discussion-paper-outline.md)","./I.05-discussion-paper-outline.md","notes/ics/ccc/archive/v0.2/I-Fund/I.05-discussion-paper-outline.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/I-Fund/I-Fund-README.md","[I.01-impact-yield-fund-concept.md](./I.01-impact-yield-fund-concept.md)","[I.01-impact-yield-fund-concept.md](notes/ics/ccc/archive/v0.2/I-Fund/I.01-impact-yield-fund-concept.md)","./I.01-impact-yield-fund-concept.md","notes/ics/ccc/archive/v0.2/I-Fund/I.01-impact-yield-fund-concept.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/I-Fund/I-Fund-README.md","[I.02-meeting-notes.md](./I.02-meeting-notes.md)","[I.02-meeting-notes.md](notes/ics/ccc/archive/v0.2/I-Fund/I.02-meeting-notes.md)","./I.02-meeting-notes.md","notes/ics/ccc/archive/v0.2/I-Fund/I.02-meeting-notes.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/I-Fund/I-Fund-README.md","[I.03-diagrams-and-visuals.md](./I.03-diagrams-and-visuals.md)","[I.03-diagrams-and-visuals.md](notes/ics/ccc/archive/v0.2/I-Fund/I.03-diagrams-and-visuals.md)","./I.03-diagrams-and-visuals.md","notes/ics/ccc/archive/v0.2/I-Fund/I.03-diagrams-and-visuals.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/I-Fund/I-Fund-README.md","[I.04-project-plan.md](./I.04-project-plan.md)","[I.04-project-plan.md](notes/ics/ccc/archive/v0.2/I-Fund/I.04-project-plan.md)","./I.04-project-plan.md","notes/ics/ccc/archive/v0.2/I-Fund/I.04-project-plan.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/I-Fund/I-Fund-README.md","[I.05-discussion-paper-outline.md](./I.05-discussion-paper-outline.md)","[I.05-discussion-paper-outline.md](notes/ics/ccc/archive/v0.2/I-Fund/I.05-discussion-paper-outline.md)","./I.05-discussion-paper-outline.md","notes/ics/ccc/archive/v0.2/I-Fund/I.05-discussion-paper-outline.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/H-Reference/H-Reference.md","[E-Guides](../E-Guides/E.00-guides.md)","[E-Guides](notes/ics/ccc/archive/v0.2/E-Guides/E.00-guides.md)","../E-Guides/E.00-guides.md","notes/ics/ccc/archive/v0.2/E-Guides/E.00-guides.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/H-Reference/H-Reference.md","[D-Examples](../D-Examples/D.00-examples.md)","[D-Examples](notes/ics/ccc/archive/v0.2/D-Examples/D.00-examples.md)","../D-Examples/D.00-examples.md","notes/ics/ccc/archive/v0.2/D-Examples/D.00-examples.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/H-Reference/H-Reference.md","[C-Implementation](../C-Implementation/C.00-implementation.md)","[C-Implementation](notes/ics/ccc/archive/v0.2/C-Implementation/C.00-implementation.md)","../C-Implementation/C.00-implementation.md","notes/ics/ccc/archive/v0.2/C-Implementation/C.00-implementation.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G.06-reimagine-meal-vouchers-system.md","[G.04-cash-integration-pathways.md](./G.04-cash-integration-pathways.md)","[G.04-cash-integration-pathways.md](notes/ics/ccc/archive/v0.2/G-Future/G.04-cash-integration-pathways.md)","./G.04-cash-integration-pathways.md","notes/ics/ccc/archive/v0.2/G-Future/G.04-cash-integration-pathways.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G.05-ics-voucher-backing-model.md","[G.06-reimagine-meal-vouchers-system.md](./G.06-reimagine-meal-vouchers-system.md)","[G.06-reimagine-meal-vouchers-system.md](notes/ics/ccc/archive/v0.2/G-Future/G.06-reimagine-meal-vouchers-system.md)","./G.06-reimagine-meal-vouchers-system.md","notes/ics/ccc/archive/v0.2/G-Future/G.06-reimagine-meal-vouchers-system.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G.05-ics-voucher-backing-model.md","[G.04-cash-integration-pathways.md](./G.04-cash-integration-pathways.md)","[G.04-cash-integration-pathways.md](notes/ics/ccc/archive/v0.2/G-Future/G.04-cash-integration-pathways.md)","./G.04-cash-integration-pathways.md","notes/ics/ccc/archive/v0.2/G-Future/G.04-cash-integration-pathways.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G.04-artist-collective-collaboration.md","[G.12-neighbourhood-networks.md](./G.12-neighbourhood-networks.md)","[G.12-neighbourhood-networks.md](notes/ics/ccc/archive/v0.2/G-Future/G.12-neighbourhood-networks.md)","./G.12-neighbourhood-networks.md","notes/ics/ccc/archive/v0.2/G-Future/G.12-neighbourhood-networks.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G.03-journeyland-integration.md","[G.12-neighbourhood-networks.md](./G.12-neighbourhood-networks.md)","[G.12-neighbourhood-networks.md](notes/ics/ccc/archive/v0.2/G-Future/G.12-neighbourhood-networks.md)","./G.12-neighbourhood-networks.md","notes/ics/ccc/archive/v0.2/G-Future/G.12-neighbourhood-networks.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G.02-neighbourhood-networks.md","[G.02-scaling-strategy.md](./G.02-scaling-strategy.md)","[G.02-scaling-strategy.md](notes/ics/ccc/archive/v0.2/G-Future/G.02-scaling-strategy.md)","./G.02-scaling-strategy.md","notes/ics/ccc/archive/v0.2/G-Future/G.02-scaling-strategy.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G-Future.md","[G.01-scaling-strategy.md](./G.01-scaling-strategy.md)","[G.01-scaling-strategy.md](notes/ics/ccc/archive/v0.2/G-Future/G.01-scaling-strategy.md)","./G.01-scaling-strategy.md","notes/ics/ccc/archive/v0.2/G-Future/G.01-scaling-strategy.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G-Future.md","[G.02-neighbourhood-networks.md](./G.02-neighbourhood-networks.md)","[G.02-neighbourhood-networks.md](notes/ics/ccc/archive/v0.2/G-Future/G.02-neighbourhood-networks.md)","./G.02-neighbourhood-networks.md","notes/ics/ccc/archive/v0.2/G-Future/G.02-neighbourhood-networks.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G-Future.md","[G.03-journeyland-integration.md](./G.03-journeyland-integration.md)","[G.03-journeyland-integration.md](notes/ics/ccc/archive/v0.2/G-Future/G.03-journeyland-integration.md)","./G.03-journeyland-integration.md","notes/ics/ccc/archive/v0.2/G-Future/G.03-journeyland-integration.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G-Future.md","[G.04-artist-collective-collaboration.md](./G.04-artist-collective-collaboration.md)","[G.04-artist-collective-collaboration.md](notes/ics/ccc/archive/v0.2/G-Future/G.04-artist-collective-collaboration.md)","./G.04-artist-collective-collaboration.md","notes/ics/ccc/archive/v0.2/G-Future/G.04-artist-collective-collaboration.md","20250802-222217"
