"File","Original Link","Fixed Link","Relative Path","Absolute Path","Timestamp"
"notes/ics/ccc/archive/v0.2/G-Future/G-Future.md","[G.05-ics-credit-backing-model.md](./G.05-ics-credit-backing-model.md)","[G.05-ics-credit-backing-model.md](notes/ics/ccc/archive/v0.2/G-Future/G.05-ics-credit-backing-model.md)","./G.05-ics-credit-backing-model.md","notes/ics/ccc/archive/v0.2/G-Future/G.05-ics-credit-backing-model.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G-Future.md","[G.06-reimagine-meal-credits-system.md](./G.06-reimagine-meal-credits-system.md)","[G.06-reimagine-meal-credits-system.md](notes/ics/ccc/archive/v0.2/G-Future/G.06-reimagine-meal-credits-system.md)","./G.06-reimagine-meal-credits-system.md","notes/ics/ccc/archive/v0.2/G-Future/G.06-reimagine-meal-credits-system.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G-Future.md","[G.07-citizen-wallet-integration.md](./G.07-citizen-wallet-integration.md)","[G.07-citizen-wallet-integration.md](notes/ics/ccc/archive/v0.2/G-Future/G.07-citizen-wallet-integration.md)","./G.07-citizen-wallet-integration.md","notes/ics/ccc/archive/v0.2/G-Future/G.07-citizen-wallet-integration.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G-Future.md","[G.08-maple-stablecoin.md](./G.08-maple-stablecoin.md)","[G.08-maple-stablecoin.md](notes/ics/ccc/archive/v0.2/G-Future/G.08-maple-stablecoin.md)","./G.08-maple-stablecoin.md","notes/ics/ccc/archive/v0.2/G-Future/G.08-maple-stablecoin.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G-Future.md","[G.09-reserve-currency-integration.md](./G.09-reserve-currency-integration.md)","[G.09-reserve-currency-integration.md](notes/ics/ccc/archive/v0.2/G-Future/G.09-reserve-currency-integration.md)","./G.09-reserve-currency-integration.md","notes/ics/ccc/archive/v0.2/G-Future/G.09-reserve-currency-integration.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G-Future.md","[G.10-pool-federation-model.md](./G.10-pool-federation-model.md)","[G.10-pool-federation-model.md](notes/ics/ccc/archive/v0.2/G-Future/G.10-pool-federation-model.md)","./G.10-pool-federation-model.md","notes/ics/ccc/archive/v0.2/G-Future/G.10-pool-federation-model.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G-Future.md","[G.11-impact-yield-fund.md](./G.11-impact-yield-fund.md)","[G.11-impact-yield-fund.md](notes/ics/ccc/archive/v0.2/G-Future/G.11-impact-yield-fund.md)","./G.11-impact-yield-fund.md","notes/ics/ccc/archive/v0.2/G-Future/G.11-impact-yield-fund.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G-Future.md","[G.12-future-credit-flow-examples.md](./G.12-future-credit-flow-examples.md)","[G.12-future-credit-flow-examples.md](notes/ics/ccc/archive/v0.2/G-Future/G.12-future-credit-flow-examples.md)","./G.12-future-credit-flow-examples.md","notes/ics/ccc/archive/v0.2/G-Future/G.12-future-credit-flow-examples.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G-Future.md","[G.08-maple-stablecoin.md](./G.08-maple-stablecoin.md)","[G.08-maple-stablecoin.md](notes/ics/ccc/archive/v0.2/G-Future/G.08-maple-stablecoin.md)","./G.08-maple-stablecoin.md","notes/ics/ccc/archive/v0.2/G-Future/G.08-maple-stablecoin.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G-Future.md","[G.09-reserve-currency-integration.md](./G.09-reserve-currency-integration.md)","[G.09-reserve-currency-integration.md](notes/ics/ccc/archive/v0.2/G-Future/G.09-reserve-currency-integration.md)","./G.09-reserve-currency-integration.md","notes/ics/ccc/archive/v0.2/G-Future/G.09-reserve-currency-integration.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/G-Future/G-Future.md","[G.11-impact-yield-fund.md](./G.11-impact-yield-fund.md)","[G.11-impact-yield-fund.md](notes/ics/ccc/archive/v0.2/G-Future/G.11-impact-yield-fund.md)","./G.11-impact-yield-fund.md","notes/ics/ccc/archive/v0.2/G-Future/G.11-impact-yield-fund.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/E-Guides/E.06-participating-in-connection-commons.md","[D.04-community_activities.md](../D-Examples/D.04-community_activities.md)","[D.04-community_activities.md](notes/ics/ccc/archive/v0.2/D-Examples/D.04-community_activities.md)","../D-Examples/D.04-community_activities.md","notes/ics/ccc/archive/v0.2/D-Examples/D.04-community_activities.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/D-Examples/D-Examples.md","[F-Activities](../F-Activities/F.00-activities.md)","[F-Activities](notes/ics/ccc/archive/v0.2/F-Activities/F.00-activities.md)","../F-Activities/F.00-activities.md","notes/ics/ccc/archive/v0.2/F-Activities/F.00-activities.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/D-Examples/D-Examples.md","[E-Guides](../E-Guides/E.00-guides.md)","[E-Guides](notes/ics/ccc/archive/v0.2/E-Guides/E.00-guides.md)","../E-Guides/E.00-guides.md","notes/ics/ccc/archive/v0.2/E-Guides/E.00-guides.md","20250802-222217"
"notes/ics/ccc/archive/v0.2/D-Examples/D-Examples.md","[C.02-implementation_timeline.md](../C-Implementation/C.02-implementation_timeline.md)","[C.02-implementation_timeline.md](notes/ics/ccc/archive/v0.2/C-Implementation/C.02-implementation_timeline.md)","../C-Implementation/C.02-implementation_timeline.md","notes/ics/ccc/archive/v0.2/C-Implementation/C.02-implementation_timeline.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/H-Reference/H-Reference.md","[E-Guides](../E-Guides/E.00-guides.md)","[E-Guides](notes/ics/ccc/archive/v0.19/E-Guides/E.00-guides.md)","../E-Guides/E.00-guides.md","notes/ics/ccc/archive/v0.19/E-Guides/E.00-guides.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/H-Reference/H-Reference.md","[D-Examples](../D-Examples/D.00-examples.md)","[D-Examples](notes/ics/ccc/archive/v0.19/D-Examples/D.00-examples.md)","../D-Examples/D.00-examples.md","notes/ics/ccc/archive/v0.19/D-Examples/D.00-examples.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/H-Reference/H-Reference.md","[C-Implementation](../C-Implementation/C.00-implementation.md)","[C-Implementation](notes/ics/ccc/archive/v0.19/C-Implementation/C.00-implementation.md)","../C-Implementation/C.00-implementation.md","notes/ics/ccc/archive/v0.19/C-Implementation/C.00-implementation.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G.06-reimagine-meal-credits-system.md","[G.04-cash-integration-pathways.md](./G.04-cash-integration-pathways.md)","[G.04-cash-integration-pathways.md](notes/ics/ccc/archive/v0.19/G-Future/G.04-cash-integration-pathways.md)","./G.04-cash-integration-pathways.md","notes/ics/ccc/archive/v0.19/G-Future/G.04-cash-integration-pathways.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G.05-ics-credit-backing-model.md","[G.06-reimagine-meal-vouchers-system.md](./G.06-reimagine-meal-vouchers-system.md)","[G.06-reimagine-meal-vouchers-system.md](notes/ics/ccc/archive/v0.19/G-Future/G.06-reimagine-meal-vouchers-system.md)","./G.06-reimagine-meal-vouchers-system.md","notes/ics/ccc/archive/v0.19/G-Future/G.06-reimagine-meal-vouchers-system.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G.05-ics-credit-backing-model.md","[G.04-cash-integration-pathways.md](./G.04-cash-integration-pathways.md)","[G.04-cash-integration-pathways.md](notes/ics/ccc/archive/v0.19/G-Future/G.04-cash-integration-pathways.md)","./G.04-cash-integration-pathways.md","notes/ics/ccc/archive/v0.19/G-Future/G.04-cash-integration-pathways.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G.04-artist-collective-collaboration.md","[G.12-neighbourhood-networks.md](./G.12-neighbourhood-networks.md)","[G.12-neighbourhood-networks.md](notes/ics/ccc/archive/v0.19/G-Future/G.12-neighbourhood-networks.md)","./G.12-neighbourhood-networks.md","notes/ics/ccc/archive/v0.19/G-Future/G.12-neighbourhood-networks.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G.03-journeyland-integration.md","[G.12-neighbourhood-networks.md](./G.12-neighbourhood-networks.md)","[G.12-neighbourhood-networks.md](notes/ics/ccc/archive/v0.19/G-Future/G.12-neighbourhood-networks.md)","./G.12-neighbourhood-networks.md","notes/ics/ccc/archive/v0.19/G-Future/G.12-neighbourhood-networks.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G.02-neighbourhood-networks.md","[G.02-scaling-strategy.md](./G.02-scaling-strategy.md)","[G.02-scaling-strategy.md](notes/ics/ccc/archive/v0.19/G-Future/G.02-scaling-strategy.md)","./G.02-scaling-strategy.md","notes/ics/ccc/archive/v0.19/G-Future/G.02-scaling-strategy.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G-Future.md","[G.01-scaling-strategy.md](./G.01-scaling-strategy.md)","[G.01-scaling-strategy.md](notes/ics/ccc/archive/v0.19/G-Future/G.01-scaling-strategy.md)","./G.01-scaling-strategy.md","notes/ics/ccc/archive/v0.19/G-Future/G.01-scaling-strategy.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G-Future.md","[G.02-neighbourhood-networks.md](./G.02-neighbourhood-networks.md)","[G.02-neighbourhood-networks.md](notes/ics/ccc/archive/v0.19/G-Future/G.02-neighbourhood-networks.md)","./G.02-neighbourhood-networks.md","notes/ics/ccc/archive/v0.19/G-Future/G.02-neighbourhood-networks.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G-Future.md","[G.03-journeyland-integration.md](./G.03-journeyland-integration.md)","[G.03-journeyland-integration.md](notes/ics/ccc/archive/v0.19/G-Future/G.03-journeyland-integration.md)","./G.03-journeyland-integration.md","notes/ics/ccc/archive/v0.19/G-Future/G.03-journeyland-integration.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G-Future.md","[G.04-artist-collective-collaboration.md](./G.04-artist-collective-collaboration.md)","[G.04-artist-collective-collaboration.md](notes/ics/ccc/archive/v0.19/G-Future/G.04-artist-collective-collaboration.md)","./G.04-artist-collective-collaboration.md","notes/ics/ccc/archive/v0.19/G-Future/G.04-artist-collective-collaboration.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G-Future.md","[G.05-ics-credit-backing-model.md](./G.05-ics-credit-backing-model.md)","[G.05-ics-credit-backing-model.md](notes/ics/ccc/archive/v0.19/G-Future/G.05-ics-credit-backing-model.md)","./G.05-ics-credit-backing-model.md","notes/ics/ccc/archive/v0.19/G-Future/G.05-ics-credit-backing-model.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G-Future.md","[G.06-reimagine-meal-credits-system.md](./G.06-reimagine-meal-credits-system.md)","[G.06-reimagine-meal-credits-system.md](notes/ics/ccc/archive/v0.19/G-Future/G.06-reimagine-meal-credits-system.md)","./G.06-reimagine-meal-credits-system.md","notes/ics/ccc/archive/v0.19/G-Future/G.06-reimagine-meal-credits-system.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G-Future.md","[G.07-citizen-wallet-integration.md](./G.07-citizen-wallet-integration.md)","[G.07-citizen-wallet-integration.md](notes/ics/ccc/archive/v0.19/G-Future/G.07-citizen-wallet-integration.md)","./G.07-citizen-wallet-integration.md","notes/ics/ccc/archive/v0.19/G-Future/G.07-citizen-wallet-integration.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G-Future.md","[G.08-maple-stablecoin.md](./G.08-maple-stablecoin.md)","[G.08-maple-stablecoin.md](notes/ics/ccc/archive/v0.19/G-Future/G.08-maple-stablecoin.md)","./G.08-maple-stablecoin.md","notes/ics/ccc/archive/v0.19/G-Future/G.08-maple-stablecoin.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G-Future.md","[G.09-reserve-currency-integration.md](./G.09-reserve-currency-integration.md)","[G.09-reserve-currency-integration.md](notes/ics/ccc/archive/v0.19/G-Future/G.09-reserve-currency-integration.md)","./G.09-reserve-currency-integration.md","notes/ics/ccc/archive/v0.19/G-Future/G.09-reserve-currency-integration.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G-Future.md","[G.10-pool-federation-model.md](./G.10-pool-federation-model.md)","[G.10-pool-federation-model.md](notes/ics/ccc/archive/v0.19/G-Future/G.10-pool-federation-model.md)","./G.10-pool-federation-model.md","notes/ics/ccc/archive/v0.19/G-Future/G.10-pool-federation-model.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G-Future.md","[G.11-impact-yield-fund.md](./G.11-impact-yield-fund.md)","[G.11-impact-yield-fund.md](notes/ics/ccc/archive/v0.19/G-Future/G.11-impact-yield-fund.md)","./G.11-impact-yield-fund.md","notes/ics/ccc/archive/v0.19/G-Future/G.11-impact-yield-fund.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G-Future.md","[G.12-future-credit-flow-examples.md](./G.12-future-credit-flow-examples.md)","[G.12-future-credit-flow-examples.md](notes/ics/ccc/archive/v0.19/G-Future/G.12-future-credit-flow-examples.md)","./G.12-future-credit-flow-examples.md","notes/ics/ccc/archive/v0.19/G-Future/G.12-future-credit-flow-examples.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G-Future.md","[G.08-maple-stablecoin.md](./G.08-maple-stablecoin.md)","[G.08-maple-stablecoin.md](notes/ics/ccc/archive/v0.19/G-Future/G.08-maple-stablecoin.md)","./G.08-maple-stablecoin.md","notes/ics/ccc/archive/v0.19/G-Future/G.08-maple-stablecoin.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G-Future.md","[G.09-reserve-currency-integration.md](./G.09-reserve-currency-integration.md)","[G.09-reserve-currency-integration.md](notes/ics/ccc/archive/v0.19/G-Future/G.09-reserve-currency-integration.md)","./G.09-reserve-currency-integration.md","notes/ics/ccc/archive/v0.19/G-Future/G.09-reserve-currency-integration.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/G-Future/G-Future.md","[G.11-impact-yield-fund.md](./G.11-impact-yield-fund.md)","[G.11-impact-yield-fund.md](notes/ics/ccc/archive/v0.19/G-Future/G.11-impact-yield-fund.md)","./G.11-impact-yield-fund.md","notes/ics/ccc/archive/v0.19/G-Future/G.11-impact-yield-fund.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/E-Guides/E.06-participating-in-connection-circles.md","[D.04-community_activities.md](../D-Examples/D.04-community_activities.md)","[D.04-community_activities.md](notes/ics/ccc/archive/v0.19/D-Examples/D.04-community_activities.md)","../D-Examples/D.04-community_activities.md","notes/ics/ccc/archive/v0.19/D-Examples/D.04-community_activities.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/D-Examples/D-Examples.md","[F-Activities](../F-Activities/F.00-activities.md)","[F-Activities](notes/ics/ccc/archive/v0.19/F-Activities/F.00-activities.md)","../F-Activities/F.00-activities.md","notes/ics/ccc/archive/v0.19/F-Activities/F.00-activities.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/D-Examples/D-Examples.md","[E-Guides](../E-Guides/E.00-guides.md)","[E-Guides](notes/ics/ccc/archive/v0.19/E-Guides/E.00-guides.md)","../E-Guides/E.00-guides.md","notes/ics/ccc/archive/v0.19/E-Guides/E.00-guides.md","20250802-222217"
"notes/ics/ccc/archive/v0.19/D-Examples/D-Examples.md","[C.02-implementation_timeline.md](../C-Implementation/C.02-implementation_timeline.md)","[C.02-implementation_timeline.md](notes/ics/ccc/archive/v0.19/C-Implementation/C.02-implementation_timeline.md)","../C-Implementation/C.02-implementation_timeline.md","notes/ics/ccc/archive/v0.19/C-Implementation/C.02-implementation_timeline.md","20250802-222217"
"notes/ics/ccc/archive/v0.18/TO DELETE G.16-citizen-wallet.md","[G.05-digital-evolution-possibilities.md](./G.05-digital-evolution-possibilities.md)","[G.05-digital-evolution-possibilities.md](notes/ics/ccc/archive/v0.18/G.05-digital-evolution-possibilities.md)","./G.05-digital-evolution-possibilities.md","notes/ics/ccc/archive/v0.18/G.05-digital-evolution-possibilities.md","20250802-222217"
"notes/ics/ccc/archive/v0.18/TO DELETE G.10-impact-yield-fund.md","[G.06-integration-with-broader-economic-systems.md](./G.06-integration-with-broader-economic-systems.md)","[G.06-integration-with-broader-economic-systems.md](notes/ics/ccc/archive/v0.18/G.06-integration-with-broader-economic-systems.md)","./G.06-integration-with-broader-economic-systems.md","notes/ics/ccc/archive/v0.18/G.06-integration-with-broader-economic-systems.md","20250802-222217"
"notes/ics/ccc/archive/v0.18/TO DELETE G.10-impact-yield-fund.md","[G.03-future-possibilities.md](./G.03-future-possibilities.md)","[G.03-future-possibilities.md](notes/ics/ccc/archive/v0.18/G.03-future-possibilities.md)","./G.03-future-possibilities.md","notes/ics/ccc/archive/v0.18/G.03-future-possibilities.md","20250802-222217"
"notes/ics/ccc/archive/v0.18/TO DELETE G.08-cad-stablecoin-placeholder.md","[G.04-cash-integration-pathways.md](./G.04-cash-integration-pathways.md)","[G.04-cash-integration-pathways.md](notes/ics/ccc/archive/v0.18/G.04-cash-integration-pathways.md)","./G.04-cash-integration-pathways.md","notes/ics/ccc/archive/v0.18/G.04-cash-integration-pathways.md","20250802-222217"
"notes/ics/ccc/archive/v0.18/TO DELETE G.08-cad-stablecoin-placeholder.md","[G.11-reimagine-meal-credits-system.md](./G.11-reimagine-meal-credits-system.md)","[G.11-reimagine-meal-credits-system.md](notes/ics/ccc/archive/v0.18/G.11-reimagine-meal-credits-system.md)","./G.11-reimagine-meal-credits-system.md","notes/ics/ccc/archive/v0.18/G.11-reimagine-meal-credits-system.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[A.00 Cover Index](./A-Cover/A.00-cover.md)","[A.00 Cover Index](notes/ics/ccc/archive/v0.1/A-Cover/A.00-cover.md)","./A-Cover/A.00-cover.md","notes/ics/ccc/archive/v0.1/A-Cover/A.00-cover.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[A.01 PDF Cover](./A-Cover/A.01-pdf_cover.md)","[A.01 PDF Cover](notes/ics/ccc/archive/v0.1/A-Cover/A.01-pdf_cover.md)","./A-Cover/A.01-pdf_cover.md","notes/ics/ccc/archive/v0.1/A-Cover/A.01-pdf_cover.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[A.02 Table of Contents](./A-Cover/A.02-table_of_contents.md)","[A.02 Table of Contents](notes/ics/ccc/archive/v0.1/A-Cover/A.02-table_of_contents.md)","./A-Cover/A.02-table_of_contents.md","notes/ics/ccc/archive/v0.1/A-Cover/A.02-table_of_contents.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[B.00 Overview Index](./B-Overview/B.00-overview.md)","[B.00 Overview Index](notes/ics/ccc/archive/v0.1/B-Overview/B.00-overview.md)","./B-Overview/B.00-overview.md","notes/ics/ccc/archive/v0.1/B-Overview/B.00-overview.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[B.01 Community Exchange Overview](./B-Overview/B.01-community_exchange_overview.md)","[B.01 Community Exchange Overview](notes/ics/ccc/archive/v0.1/B-Overview/B.01-community_exchange_overview.md)","./B-Overview/B.01-community_exchange_overview.md","notes/ics/ccc/archive/v0.1/B-Overview/B.01-community_exchange_overview.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[B.02 Visual Concept](./B-Overview/B.02-visual_concept.md)","[B.02 Visual Concept](notes/ics/ccc/archive/v0.1/B-Overview/B.02-visual_concept.md)","./B-Overview/B.02-visual_concept.md","notes/ics/ccc/archive/v0.1/B-Overview/B.02-visual_concept.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[B.03 Principles and Values](./B-Overview/B.03-principles_and_values.md)","[B.03 Principles and Values](notes/ics/ccc/archive/v0.1/B-Overview/B.03-principles_and_values.md)","./B-Overview/B.03-principles_and_values.md","notes/ics/ccc/archive/v0.1/B-Overview/B.03-principles_and_values.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[C.00 Implementation Index](./C-Implementation/C.00-implementation.md)","[C.00 Implementation Index](notes/ics/ccc/archive/v0.1/C-Implementation/C.00-implementation.md)","./C-Implementation/C.00-implementation.md","notes/ics/ccc/archive/v0.1/C-Implementation/C.00-implementation.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[C.01 Onboarding Process](./C-Implementation/C.01-onboarding_process.md)","[C.01 Onboarding Process](notes/ics/ccc/archive/v0.1/C-Implementation/C.01-onboarding_process.md)","./C-Implementation/C.01-onboarding_process.md","notes/ics/ccc/archive/v0.1/C-Implementation/C.01-onboarding_process.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[C.02 Implementation Timeline](./C-Implementation/C.02-implementation_timeline.md)","[C.02 Implementation Timeline](notes/ics/ccc/archive/v0.1/C-Implementation/C.02-implementation_timeline.md)","./C-Implementation/C.02-implementation_timeline.md","notes/ics/ccc/archive/v0.1/C-Implementation/C.02-implementation_timeline.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[C.03 Governance Structure](./C-Implementation/C.03-governance_structure.md)","[C.03 Governance Structure](notes/ics/ccc/archive/v0.1/C-Implementation/C.03-governance_structure.md)","./C-Implementation/C.03-governance_structure.md","notes/ics/ccc/archive/v0.1/C-Implementation/C.03-governance_structure.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[C.04 Technology Implementation](./C-Implementation/C.04-technology_implementation.md)","[C.04 Technology Implementation](notes/ics/ccc/archive/v0.1/C-Implementation/C.04-technology_implementation.md)","./C-Implementation/C.04-technology_implementation.md","notes/ics/ccc/archive/v0.1/C-Implementation/C.04-technology_implementation.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[C.05 Risks and Mitigation](./C-Implementation/C.05-risks_and_mitigation.md)","[C.05 Risks and Mitigation](notes/ics/ccc/archive/v0.1/C-Implementation/C.05-risks_and_mitigation.md)","./C-Implementation/C.05-risks_and_mitigation.md","notes/ics/ccc/archive/v0.1/C-Implementation/C.05-risks_and_mitigation.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[D.00 Examples Index](./D-Examples/D.00-examples.md)","[D.00 Examples Index](notes/ics/ccc/archive/v0.1/D-Examples/D.00-examples.md)","./D-Examples/D.00-examples.md","notes/ics/ccc/archive/v0.1/D-Examples/D.00-examples.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[D.01 Commitment Examples](./D-Examples/D.01-commitment_examples.md)","[D.01 Commitment Examples](notes/ics/ccc/archive/v0.1/D-Examples/D.01-commitment_examples.md)","./D-Examples/D.01-commitment_examples.md","notes/ics/ccc/archive/v0.1/D-Examples/D.01-commitment_examples.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[D.02 Credit Flow Examples](./D-Examples/D.02-credit_flow_examples.md)","[D.02 Credit Flow Examples](notes/ics/ccc/archive/v0.1/D-Examples/D.02-credit_flow_examples.md)","./D-Examples/D.02-credit_flow_examples.md","notes/ics/ccc/archive/v0.1/D-Examples/D.02-credit_flow_examples.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[D.03 Testimonial Scenarios](./D-Examples/D.03-testimonial_scenarios.md)","[D.03 Testimonial Scenarios](notes/ics/ccc/archive/v0.1/D-Examples/D.03-testimonial_scenarios.md)","./D-Examples/D.03-testimonial_scenarios.md","notes/ics/ccc/archive/v0.1/D-Examples/D.03-testimonial_scenarios.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[D.04 Community Activities](./D-Examples/D.04-community_activities.md)","[D.04 Community Activities](notes/ics/ccc/archive/v0.1/D-Examples/D.04-community_activities.md)","./D-Examples/D.04-community_activities.md","notes/ics/ccc/archive/v0.1/D-Examples/D.04-community_activities.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[E.00 Guides Index](./E-Guides/E.00-guides.md)","[E.00 Guides Index](notes/ics/ccc/archive/v0.1/E-Guides/E.00-guides.md)","./E-Guides/E.00-guides.md","notes/ics/ccc/archive/v0.1/E-Guides/E.00-guides.md","20250802-222217"
"notes/ics/ccc/archive/v0.1/v0.1-master_index.md","[E.01 Adding Commitments](./E-Guides/E.01-adding_commitments.md)","[E.01 Adding Commitments](notes/ics/ccc/archive/v0.1/E-Guides/E.01-adding_commitments.md)","./E-Guides/E.01-adding_commitments.md","notes/ics/ccc/archive/v0.1/E-Guides/E.01-adding_commitments.md","20250802-222217"
